 written on 24Jul2023 at 11:04:39 
         186
           1
    1
    0    0    0    1    1    2.112293   -0.000000
    0    0    0    2    1   -0.112037   -0.000000
    0    0    0    3    1   -0.051706   -0.000000
    0    0    0    4    1    0.030521    0.000000
    0    0    0    5    1   -0.070566   -0.000000
    0    0    0    6    1   -0.165755   -0.000000
    0    0    0    7    1    0.211261   -0.000000
    0    0    0    8    1    0.187695    0.000000
    0    0    0    9    1    0.084616   -0.000000
    0    0    0   10    1    0.220740    0.000000
    0    0    0   11    1    0.011014    0.000000
    0    0    0   12    1   -0.003710    0.000000
    0    0    0   13    1    0.006121    0.000000
    0    0    0   14    1    0.000549    0.000000
    0    0    0   15    1   -0.003424    0.000000
    0    0    0   16    1    0.019318    0.000000
    0    0    0   17    1    0.023902    0.000000
    0    0    0   18    1    0.003851    0.000000
    0    0    0   19    1    0.005914    0.000000
    0    0    0   20    1   -0.022610    0.000000
    0    0    0   21    1    0.043468   -0.000000
    0    0    0   22    1   -0.015161    0.000000
    0    0    0   23    1    0.018588    0.000000
    0    0    0   24    1   -0.011793   -0.000000
    0    0    0   25    1    0.040514   -0.000000
    0    0    0   26    1   -0.002407   -0.000000
    0    0    0   27    1   -0.004053   -0.000000
    0    0    0   28    1    0.011533   -0.000000
    0    0    0   29    1    0.012399   -0.000000
    0    0    0   30    1   -0.000596    0.000000
    0    0    0   31    1   -0.005022    0.000000
    0    0    0   32    1   -0.005270    0.000000
    0    0    0   33    1    0.002513   -0.000000
    0    0    0   34    1   -0.009568   -0.000000
    0    0    0   35    1    0.004142    0.000000
    0    0    0   36    1   -0.004574   -0.000000
    0    0    0   37    1    0.015881   -0.000000
    0    0    0   38    1   -0.007648    0.000000
    0    0    0   39    1   -0.001875    0.000000
    0    0    0   40    1    0.001931   -0.000000
    0    0    0   41    1   -0.011801    0.000000
    0    0    0   42    1   -0.056233    0.000000
    0    0    0   43    1   -0.023385    0.000000
    0    0    0   44    1    0.034068   -0.000000
    0    0    0   45    1    0.059858   -0.000000
    0    0    0   46    1    0.009567   -0.000000
    0    0    0   47    1    0.052387    0.000000
    0    0    0   48    1    0.022587    0.000000
    0    0    0   49    1    0.095458    0.000000
    0    0    0   50    1   -0.613460   -0.000000
    0    0    0   51    1    0.101755    0.000000
    0    0    0   52    1   -0.128542    0.000000
    0    0    0   53    1    0.038922   -0.000000
    0    0    0   54    1   -0.042441    0.000000
    0    0    0   55    1    0.292144    0.000000
    0    0    0   56    1    0.012225    0.000000
    0    0    0   57    1    0.010330   -0.000000
    0    0    0   58    1   -0.019167   -0.000000
    0    0    0   59    1    0.013438   -0.000000
    0    0    0   60    1   -0.014910   -0.000000
    0    0    0   61    1   -0.005499   -0.000000
    0    0    0   62    1    0.013830   -0.000000
    0    0    0   63    1   -0.000735    0.000000
    0    0    0   64    1    0.008413   -0.000000
    0    0    0   65    1   -0.005517    0.000000
    0    0    0   66    1    0.061127    0.000000
    0    0    0   67    1   -0.068474   -0.000000
    0    0    0   68    1    0.064701    0.000000
    0    0    0   69    1   -0.015078    0.000000
    0    0    0   70    1   -0.008544    0.000000
    0    0    0   71    1    0.093692   -0.000000
    0    0    0   72    1   -0.085193   -0.000000
    0    0    0   73    1   -0.193921   -0.000000
    0    0    0   74    1    0.391279   -0.000000
    0    0    0   75    1   -0.093955   -0.000000
    0    0    0   76    1    0.016809    0.000000
    0    0    0   77    1    0.003407   -0.000000
    0    0    0   78    1    0.014617    0.000000
    0    0    0   79    1   -0.012515   -0.000000
    0    0    0   80    1   -0.004974    0.000000
    0    0    0   81    1    0.009254    0.000000
    0    0    0   82    1   -0.010617    0.000000
    0    0    0   83    1   -0.000856   -0.000000
    0    0    0   84    1   -0.005076   -0.000000
    0    0    0   85    1    0.004817   -0.000000
    0    0    0   86    1    0.054786   -0.000000
    0    0    0   87    1   -0.046611   -0.000000
    0    0    0   88    1   -0.008950   -0.000000
    0    0    0   89    1    0.022146   -0.000000
    0    0    0   90    1   -0.018437    0.000000
    0    0    0   91    1   -0.021551   -0.000000
    0    0    0   92    1   -0.011935   -0.000000
    0    0    0   93    1   -0.001371    0.000000
    0    0    0   94    1    0.005583    0.000000
    0    0    0   95    1    0.000498    0.000000
    0    0    0   96    1   -0.002835   -0.000000
    0    0    0   97    1    0.007817   -0.000000
    0    0    0   98    1   -0.006515   -0.000000
    0    0    0   99    1    0.011681   -0.000000
    0    0    0  100    1   -0.014596   -0.000000
    0    0    0  101    1   -0.014651   -0.000000
    0    0    0  102    1    0.027351    0.000000
    0    0    0  103    1   -0.012844    0.000000
    0    0    0  104    1    0.006267   -0.000000
    0    0    0  105    1    0.012036   -0.000000
    0    0    0  106    1   -0.006534    0.000000
    0    0    0  107    1    0.003105   -0.000000
    0    0    0  108    1    0.030839   -0.000000
    0    0    0  109    1   -0.008831   -0.000000
    0    0    0  110    1    0.004841    0.000000
    0    0    0  111    1   -0.002574   -0.000000
    0    0    0  112    1    0.006494   -0.000000
    0    0    0  113    1    0.002351    0.000000
    0    0    0  114    1   -0.009749   -0.000000
    0    0    0  115    1   -0.009009   -0.000000
    0    0    0  116    1   -0.010983   -0.000000
    0    0    0  117    1   -0.015061    0.000000
    0    0    0  118    1    0.001987    0.000000
    0    0    0  119    1   -0.011323    0.000000
    0    0    0  120    1   -0.018103    0.000000
    0    0    0  121    1    0.003810   -0.000000
    0    0    0  122    1   -0.016719    0.000000
    0    0    0  123    1   -0.003186   -0.000000
    0    0    0  124    1   -0.003706   -0.000000
    0    0    0  125    1   -0.035774   -0.000000
    0    0    0  126    1   -0.001025   -0.000000
    0    0    0  127    1   -0.031508   -0.000000
